species	effective_genome_size	tax_id	fasta	gff
TriTrypDB-45_LmajorFriedlin	32000000	5658	https://tritrypdb.org/common/downloads/release-45/LmajorFriedlin/fasta/data/TriTrypDB-45_LmajorFriedlin_Genome.fasta	https://tritrypdb.org/common/downloads/release-45/LmajorFriedlin/gff/data/TriTrypDB-45_LmajorFriedlin.gff
